1##1	ٱسْم ٱللَّه رَّحْمَٰن رَّحِیم
3##40	قَالَ رَبّ أَنَّيٰ كَانَ غُلَٰم قَد بَلَغَ كِبَر ٱمْرَأَت عَاقِر قَالَ ذَٰلِك ٱللَّه فَعَلَ مَا شَآءَ
3##41	قَالَ رَبّ جَعَلَ ءَایَة قَالَ ءَایَة أَن لَا كَلَّمَ نَّاس ثَلَٰثَة یَوْم إِلَّا رَمْز ذَكَرَ رَبّ كَثِیر سَبَّحَ عَشِيّ إِبْكَٰر
3##42	إِذ قَالَ مَلَك مَرْیَم إِنّ ٱللَّه ٱصْطَفَيٰ طَهَّرَ ٱصْطَفَيٰ عَلَيٰ نِسَآء عَٰلَمِین
3##43	مَرْیَم یَقْنُتْ رَبّ سَجَدَ یَرْكَعُ مَع رَاكِع
3##44	ذَٰلِك مِن نَبَأ غَیْب أَوْحَيٰٓ إِلَيٰ مَا كَانَ لَدَی إِذ أَلْقَيٰٓ قَلَم أَيّ یَكْفُلُ مَرْیَم مَا كَانَ لَدَی إِذ ٱخْتَصَمُ
3##45	إِذ قَالَ مَلَك مَرْیَم إِنّ ٱللَّه بُشِّرَ كَلِمَة مِن ٱسْم مَسِیح عِیسَي ٱبْن مَرْیَم وَجِیه فِي دُّنْیَا آخِر مِن مُقَرَّبُون
3##46	كَلَّمَ نَّاس فِي مَهْد كَهْل مِن صَٰلِح
3##47	قَالَ رَبّ أَنَّيٰ كَانَ وَلَد لَم مَسَّ بَشَر قَالَ ذَٰلِك ٱللَّه خَلَقَ مَا شَآءَ إِذَا قَضَيٰٓ أَمْر إِنّ مَا قَالَ كَانَ كَانَ
3##48	عَلَّمَ كِتَٰب حِكْمَة تَّوْرَيٰة إِنجِیل
3##49	رَسُول إِلَيٰ بُنَيّ إِسْرَائِیل أَنّ قَد جَآءَ ءَایَة مِن رَبّ أَنّ خَلَقَ مِن طِین هَیَْة طَیْر نَفَخَ فِي كَانَ طَیْر إِذْن ٱللَّه تُبْرِئُ أَكْمَه أَبْرَص أَحْیَا مَّیِّت إِذْن ٱللَّه نَبَّأَ مَا أَكَلَ مَا تَدَّخِرُ فِي بَیْت إِنّ فِي ذَٰلِك ءَایَة إِن كَانَ مُؤْمِن
3##50	مُصَدِّق مَا بَیْن یَد مِن تَّوْرَيٰة أَحَلَّ بَعْض ٱلَّذِي حَرَّمَ عَلَيٰ جَآءَ ءَایَة مِن رَبّ ٱتَّقَيٰ ٱللَّه أَطَاعَ
3##51	إِنّ ٱللَّه رَبّ رَبّ عَبَدَ هَٰذَا صِرَٰط مُّسْتَقِیم
3##52	لَمَّا أَحَسَّ عِیسَي مِن كُفْر قَالَ مَن نَصِیر إِلَيٰ ٱللَّه قَالَ حَوَارِیُّون نَصِیر ٱللَّه ءَامَنَ ٱللَّه شَهِدَ أَنّ مُسْلِم
3##53	رَبّ ءَامَنَ مَا أَنزَلَ ٱتَّبَعَ رَسُول كَتَبَ مَع شَاهِد
3##54	مَكَرَ مَكَرَ ٱللَّه ٱللَّه خَیْر مَٰكِرِین
3##55	إِذ قَالَ ٱللَّه عِیسَي إِنّ مُتَوَفِّی رَافِع إِلَيٰ مُطَهِّر مِن ٱلَّذِي كَفَرَ جَاعِل ٱلَّذِي ٱتَّبَعَ فَوْق ٱلَّذِي كَفَرَ إِلَيٰ یَوْم قِیَٰمَة ثُمّ إِلَيٰ مَرْجِع حَكَمَ بَیْن فِي مَا كَانَ فِي ٱخْتَلَفَ
3##56	أَمَّا ٱلَّذِي كَفَرَ عَذَّبَ عَذَاب شَدِید فِي دُّنْیَا آخِر مَا مِن نَاصِر
3##57	أَمَّا ٱلَّذِي ءَامَنَ عَمِلَ صَّٰلِحَٰت وَفَّيٰٓ أَجْر ٱللَّه لَا أَحْبَبْ ظَالِم
3##58	ذَٰلِك تَلَيٰ عَلَيٰ مِن ءَایَة ذِكْر حَكِیم
3##59	إِنّ مَثَل عِیسَي عِند ٱللَّه مَثَل آدَم خَلَقَ مِن تُرَاب ثُمّ قَالَ كَانَ كَانَ
3##60	حَقّ مِن رَبّ لَا كَانَ مِن مُمْتَرِین
3##61	مَن حَآجَّ فِي مِن بَعْد مَا جَآءَ مِن عِلْم قَالَ تَعَالَ دَعَا ٱبْن ٱبْن نِسَآء نِسَآء نَفْس نَفْس ثُمّ نَبْتَهِلْ جَعَلَ لَعْنَة ٱللَّه عَلَيٰ كَٰذِب
3##62	إِنّ هَٰذَا قَصَص حَقّ مَا مِن إِلَٰه إِلَّا ٱللَّه إِنّ ٱللَّه عَزِیز حَكِیم
3##63	إِن تَوَلَّيٰ إِنّ ٱللَّه عَلِیم مُفْسِد
3##64	قَالَ أَهْل كِتَٰب تَعَالَ إِلَيٰ كَلِمَة سَوَآء بَیْن بَیْن أَن لَا عَبَدَ إِلَّا ٱللَّه لَا أَشْرَكَ شَيْء لَا ٱتَّخَذَ بَعْض بَعْض رَبّ مِن دُون ٱللَّه إِن تَوَلَّيٰ قَالَ شَهِدَ أَنّ مُسْلِم
3##65	أَهْل كِتَٰب مَا حَآجَّ فِي إِبْرَاهِیم مَا أَنزَلَ تَّوْرَيٰة إِنجِیل إِلَّا مِن بَعْد لَا عَقَلُ
3##66	هَٰذَا حَآجَّ فِي مَا عِلْم مَا حَآجَّ فِي مَا لَّیْسَ عِلْم ٱللَّه عَلِمَ لَا عَلِمَ
3##67	مَا كَانَ إِبْرَاهِیم یَهُودِیّ لَا نَصْرَانِیّ لَٰكِن كَانَ حَنِیف مُسْلِم مَا كَانَ مِن مُشْرِك
3##68	إِنّ أَوْلَيٰ نَّاس إِبْرَاهِیم ٱلَّذِي ٱتَّبَعَ هَٰذَا نَّبِيّ ٱلَّذِي ءَامَنَ ٱللَّه وَلِيّ مُؤْمِن
3##69	وَدَّ طَآئِفَة مِن أَهْل كِتَٰب لَو أَضَلَّ مَا أَضَلَّ إِلَّا نَفْس مَا یَشْعُرُ
3##70	أَهْل كِتَٰب مَا كَفَرَ ءَایَة ٱللَّه شَهِدَ
3##71	أَهْل كِتَٰب مَا لَبَسْ حَقّ بَٰطِل كَتَمَ حَقّ عَلِمَ
3##72	قَالَ طَآئِفَة مِن أَهْل كِتَٰب ءَامَنَ ٱلَّذِي أَنزَلَ عَلَيٰ ٱلَّذِي ءَامَنَ وَجْه نَهَار كَفَرَ آخِر لَعَلّ رَجَعَ
3##73	لَا ءَامَنَ إِلَّا مَن تَبِعَ دِین قَالَ إِنّ هُدًي هُدًي ٱللَّه أَن آتَي أَحَد مِثْل مَا آتَي أَو حَآجَّ عِند رَبّ قَالَ إِنّ فَضْل یَد ٱللَّه آتَي مَن شَآءَ ٱللَّه وَٰسِع عَلِیم
3##74	یَخْتَصُّ رَحْمَة مَن شَآءَ ٱللَّه ذُو فَضْل عَظِیم
3##75	مِن أَهْل كِتَٰب مَن إِن أَمِنَ قِنطَار یُؤَدِّ إِلَيٰ مِن مَن إِن أَمِنَ دِینَار لَا یُؤَدِّ إِلَيٰ إِلَّا مَا دَامُ عَلَيٰ قَآئِم ذَٰلِك أَنّ قَالَ لَّیْسَ عَلَيٰ فِي أُمِّيّ سَبِیل قَالَ عَلَيٰ ٱللَّه كَذِب عَلِمَ
3##76	بَلَيٰ مَن أَوْفَيٰ عَهْد ٱتَّقَيٰ إِنّ ٱللَّه أَحْبَبْ مُتَّقِین
3##77	إِنّ ٱلَّذِي ٱشْتَرَيٰ عَهْد ٱللَّه یَمِین ثَمَن قَلِیل أُولَٰٓئِك لَا خَلَٰق فِي آخِر لَا كَلَّمَ ٱللَّه لَا نَّظَرَ إِلَيٰ یَوْم قِیَٰمَة لَا زَكَّيٰ عَذَاب أَلِیم
3##78	إِنّ مِن فَرِیق یَلْ لِسَان كِتَٰب حَسِبَ مِن كِتَٰب مَا مِن كِتَٰب قَالَ مِن عِند ٱللَّه مَا مِن عِند ٱللَّه قَالَ عَلَيٰ ٱللَّه كَذِب عَلِمَ
3##79	مَا كَانَ بَشَر أَن آتَي ٱللَّه كِتَٰب حُكْم نُّبُوَّة ثُمّ قَالَ نَّاس كَانَ عَبْد مِن دُون ٱللَّه لَٰكِن كَانَ رَبَّٰنِیِّن مَا كَانَ عَلَّمَ كِتَٰب مَا كَانَ دَرَسُ
3##80	لَا أَمَرَ أَن ٱتَّخَذَ مَلَك نَّبِيّ رَبّ أَمَرَ كُفْر بَعْد إِذ مُسْلِم
3##81	إِذ أَخَذَ ٱللَّه مِّیثَٰق نَّبِيّ مَا آتَي مِن كِتَٰب حِكْمَة ثُمّ جَآءَ رَسُول مُصَدِّق مَا مَع ءَامَنَ نَصَرَ قَالَ أَقْرَرْ أَخَذَ عَلَيٰ ذَٰلِك إِصْر قَالَ أَقْرَرْ قَالَ شَهِدَ مَع مِن شَاهِد
3##82	مَن تَوَلَّيٰ بَعْد ذَٰلِك أُولَٰٓئِك فَاسِق
3##83	غَیْر دِین ٱللَّه بَغَيٰ أَسْلَمَ مَن فِي سَمَآء أَرْض طَوْع كَرْه إِلَيٰ رَجَعَ
3##84	قَالَ ءَامَنَ ٱللَّه مَا أَنزَلَ عَلَيٰ مَا أَنزَلَ عَلَيٰ إِبْرَاهِیم إِسْمَاعِیل إِسْحَاق یَعْقُوب أَسْبَاط مَا آتَي مُوسَيٰ عِیسَي نَّبِيّ مِن رَبّ لَا فَرَّقُ بَیْن أَحَد مِن مُسْلِم
3##85	مَن ٱبْتَغَيٰ غَیْر إِسْلَٰم دِین لَن یَقْبَلُ مِن فِي آخِر مِن خَٰسِرِین
3##86	كَیْف هَدَي ٱللَّه قَوْم كَفَرَ بَعْد إِیمَٰن شَهِدَ أَنّ رَسُول حَقّ جَآءَ بَیِّنَة ٱللَّه لَا هَدَي قَوْم ظَالِم
3##87	أُولَٰٓئِك جَزَآء أَنّ عَلَيٰ لَعْنَة ٱللَّه مَلَك نَّاس أَجْمَعِین
3##88	خَٰلِد فِي لَا خَفَّفَ عَن عَذَاب لَا یُنظَرُ
3##89	إِلَّا ٱلَّذِي تَابَ مِن بَعْد ذَٰلِك أَصْلَحَ إِنّ ٱللَّه غَفُور رَّحِیم
3##90	إِنّ ٱلَّذِي كَفَرَ بَعْد إِیمَٰن ثُمّ ٱزْدَادُ كُفْر لَن یَقْبَلُ تَوْبَة أُولَٰٓئِك ضَآلّ
3##91	إِنّ ٱلَّذِي كَفَرَ مَّاتَ كَافِر لَن یَقْبَلُ مِن أَحَد مِّلْء أَرْض ذَهَب لَو ٱفْتَدَيٰ أُولَٰٓئِك عَذَاب أَلِیم مَا مِن نَاصِر
3##92	لَن یَنَالُ بِرّ حَتَّيٰ أَنفَقَ مِن مَا أَحْبَبْ مَا أَنفَقَ مِن شَيْء إِنّ ٱللَّه عَلِیم
3##93	كُلّ طَعَام كَانَ حِلّ بُنَيّ إِسْرَائِیل إِلَّا مَا حَرَّمَ إِسْرَائِیل عَلَيٰ نَفْس مِن قَبْل أَن نَزَّلَ تَّوْرَيٰة قَالَ أَتَي تَّوْرَيٰة تَلَيٰ إِن كَانَ صَادِق
3##94	مَن ٱفْتَرَيٰ عَلَيٰ ٱللَّه كَذِب مِن بَعْد ذَٰلِك أُولَٰٓئِك ظَالِم
3##95	قَالَ صَدَقَ ٱللَّه ٱتَّبَعَ مِلَّة إِبْرَاهِیم حَنِیف مَا كَانَ مِن مُشْرِك
3##96	إِنّ أَوَّل بَیْت وَضَعَ نَّاس ٱلَّذِي بَكَّة مُبَارَك هُدًي عَٰلَمِین
3##97	فِي ءَایَة بَیِّنَة مَقَام إِبْرَاهِیم مَن دَخَلَ كَانَ ءَامِن ٱللَّه عَلَيٰ نَّاس حِجّ بَیْت مَن ٱسْتَطَاعَ إِلَيٰ سَبِیل مَن كَفَرَ إِنّ ٱللَّه غَنِيّ عَن عَٰلَمِین
3##98	قَالَ أَهْل كِتَٰب مَا كَفَرَ ءَایَة ٱللَّه ٱللَّه شَهِید عَلَيٰ مَا عَمِلَ
3##99	قَالَ أَهْل كِتَٰب مَا صَدَّ عَن سَبِیل ٱللَّه مَن ءَامَنَ بَغَيٰ عِوَج شَهِید مَا ٱللَّه غَٰفِل عَن مَا عَمِلَ
3##100	أَیُّهَا ٱلَّذِي ءَامَنَ إِن أَطَاعَ فَرِیق مِن ٱلَّذِي آتَي كِتَٰب رَدَّ بَعْد إِیمَٰن كَٰفِرُون
3##101	كَیْف كَفَرَ تَلَيٰ عَلَيٰ ءَایَة ٱللَّه فِي رَسُول مَن ٱعْتَصَمُ ٱللَّه قَد هَدَي إِلَيٰ صِرَٰط مُّسْتَقِیم
3##102	أَیُّهَا ٱلَّذِي ءَامَنَ ٱتَّقَيٰ ٱللَّه حَقّ تَقِیّ لَا مَّاتَ إِلَّا مُسْلِم
3##103	ٱعْتَصَمُ حَبْل ٱللَّه جَمِیع لَا تَفَرَّقَ ذَكَرَ نِعْمَة ٱللَّه عَلَيٰ إِذ كَانَ عَدُوّ أَلَّفَ بَیْن قَلْب أَصْبَحَ نِعْمَة أَخ كَانَ عَلَيٰ شَفَا حُفْرَة مِن نَار أَنقَذَ مِن ذَٰلِك بَیَّنُ ٱللَّه ءَایَة لَعَلّ ٱهْتَدَيٰ
3##104	كَانَ مِن أُمَّة دَعَا إِلَيٰ خَیْر أَمَرَ مَّعْرُوف نَهَيٰ عَن مُنكَر أُولَٰٓئِك مُفْلِحُون
3##105	لَا كَانَ ٱلَّذِي تَفَرَّقَ ٱخْتَلَفَ مِن بَعْد مَا جَآءَ بَیِّنَة أُولَٰٓئِك عَذَاب عَظِیم
3##106	یَوْم ٱبْیَضَّتْ وَجْه ٱسْوَدَّتْ وَجْه أَمَّا ٱلَّذِي ٱسْوَدَّتْ وَجْه كَفَرَ بَعْد إِیمَٰن ذَاقُ عَذَاب مَا كَانَ كَفَرَ
3##107	أَمَّا ٱلَّذِي ٱبْیَضَّتْ وَجْه فِي رَحْمَة ٱللَّه فِي خَٰلِد
3##108	ذَٰلِك ءَایَة ٱللَّه تَلَيٰ عَلَيٰ حَقّ مَا ٱللَّه أَرَادَ ظُلْم عَٰلَمِین
3##109	ٱللَّه مَا فِي سَمَآء مَا فِي أَرْض إِلَيٰ ٱللَّه رَجَعَ أَمْر
3##110	كَانَ خَیْر أُمَّة أَخْرَجَ نَّاس أَمَرَ مَّعْرُوف نَهَيٰ عَن مُنكَر ءَامَنَ ٱللَّه لَو ءَامَنَ أَهْل كِتَٰب كَانَ خَیْر مِن مُؤْمِن أَكْثَر فَاسِق
3##111	لَن یَضُرَّ إِلَّا أَذًي إِن قَٰتَلَ وَلَّيٰ دُبُر ثُمّ لَا نَصَرَ
3##112	ضَرَبَ عَلَيٰ ذِلَّة أَیْن مَا ثُقِفُ إِلَّا حَبْل مِن ٱللَّه حَبْل مِن نَّاس بَآءَ غَضَب مِن ٱللَّه ضَرَبَ عَلَيٰ مَسْكَنَة ذَٰلِك أَنّ كَانَ كَفَرَ ءَایَة ٱللَّه قَتَلَ نَّبِيّ غَیْر حَقّ ذَٰلِك مَا عَصَا كَانَ ٱعْتَدَيٰ
3##113	لَّیْسَ سَوَآء مِن أَهْل كِتَٰب أُمَّة قَآئِمَة تَلَيٰ ءَایَة ٱللَّه ءَانَآء لَیْل سَجَدَ
3##114	ءَامَنَ ٱللَّه یَوْم آخِر أَمَرَ مَّعْرُوف نَهَيٰ عَن مُنكَر یُسَٰرِعُ فِي خَیْرَٰت أُولَٰٓئِك مِن صَٰلِح
3##115	مَا فَعَلَ مِن خَیْر لَن كَفَرَ ٱللَّه عَلِیم مُتَّقِین
3##116	إِنّ ٱلَّذِي كَفَرَ لَن أَغْنَتْ عَن مَال لَا وَلَد مِن ٱللَّه شَيْء أُولَٰٓئِك أَصْحَٰب نَار فِي خَٰلِد
3##117	مَثَل مَا أَنفَقَ فِي هَٰذَا حَیَوٰة دُّنْیَا مَثَل رِیح فِي صِرّ أَصَابَ حَرْث قَوْم ظَلَمَ نَفْس أَهْلَكَ مَا ظَلَمَ ٱللَّه لَٰكِن نَفْس ظَلَمَ
3##118	أَیُّهَا ٱلَّذِي ءَامَنَ لَا ٱتَّخَذَ بِطَانَة مِن دُون لَا یَأْلُ خَبَال وَدَّ مَا عَنِ قَد بَدَا بَغْضَآء مِن أَفْوَٰه مَا أُخْفِيَ صَدْر أَكْبَر قَد بَیَّنُ ءَایَة إِن كَانَ عَقَلُ
3##119	أُولَآء أَحْبَبْ لَا أَحْبَبْ ءَامَنَ كِتَٰب كُلّ إِذَا لَقُ قَالَ ءَامَنَ إِذَا خَلَا عَضُّ عَلَيٰ أَنَامِل مِن غَیْظ قَالَ مَّاتَ غَیْظ إِنّ ٱللَّه عَلِیم ذُو صَدْر
3##120	إِن مَسَّ حَسَنَة سَآءَ إِن أَصَابَ سَیِّئَة فَرِحَ إِن صَبَرَ ٱتَّقَيٰ لَا یَضُرَّ كَیْد شَيْء إِنّ ٱللَّه مَا عَمِلَ مُحِیط
3##121	إِذ غَدَ مِن أَهْل بَوَّأَ مُؤْمِن مَقْعَد قِتَال ٱللَّه سَمِیع عَلِیم
3##122	إِذ هَمَّ طَآئِفَة مِن أَن فَشِلْ ٱللَّه وَلِيّ عَلَيٰ ٱللَّه تَوَكَّلْ مُؤْمِن
3##123	قَد نَصَرَ ٱللَّه بَدْر أَذِلَّة ٱتَّقَيٰ ٱللَّه لَعَلّ شَكَرَ
3##124	إِذ قَالَ مُؤْمِن لَن كَفَيٰ أَن أَمَدَّ رَبّ ثَلَٰثَة أَلْف مِن مَلَك مُنزَل
3##125	بَلَيٰ إِن صَبَرَ ٱتَّقَيٰ أَتَي مِن فَوْر هَٰذَا أَمَدَّ رَبّ خَمْسَة أَلْف مِن مَلَك مُسَوِّمِین
3##126	مَا جَعَلَ ٱللَّه إِلَّا بُشْرَيٰ ٱطْمَأَنَّ قَلْب مَا نَصْر إِلَّا مِن عِند ٱللَّه عَزِیز حَكِیم
